student_id,screen_time_log,trigger_event,emotion_journal,app_category_usage,parent_warning_ignored,used_focus_mode,screen_breaks_taken,reward_unlocked
9e486a57-15af-4cf3-bd54-1b31ebeb17bc,"[58, 10, 60, 35, 17, 2, 50, 32, 26, 31, 12, 58, 17, 10, 49, 9, 28, 45, 52, 35, 57, 11, 11, 54, 60, 4, 48, 42, 55, 37, 56, 25, 48, 33, 31, 22, 36, 55, 52, 60, 54, 60, 19, 36, 37, 46, 59, 17, 35, 15, 46, 2, 27, 44, 14, 44, 36, 39, 35, 14, 54, 9, 15, 7, 1, 52, 27, 2, 4, 47, 60, 5, 19, 54, 43, 15, 33, 49, 56, 42, 38, 24, 39, 7, 24, 4, 26, 53, 49, 44, 24, 44, 58, 31, 48, 49, 26, 26, 10, 6, 20, 24, 4, 7, 46, 60, 32, 24, 7, 10, 30, 26, 13, 53, 53, 32, 57, 27, 6, 60, 10, 49, 48, 24, 54, 24, 43, 39, 7, 45, 8, 23, 23, 24, 49, 48, 34, 42, 46, 30, 15, 51, 50, 48, 19, 11, 37, 50, 21, 58, 26, 37, 7, 26, 0, 23, 32, 54, 22, 40, 18, 52, 3, 35, 15, 36, 46, 11]",None,Excited for the weekend.,"{'Entertainment': 168, 'Education': 115, 'Social Media': 51, 'Others': 67}",True,True,0,True
5c6e8557-14f7-4f38-af51-68095e72637e,"[4, 52, 41, 52, 23, 18, 29, 51, 45, 55, 36, 8, 16, 7, 2, 49, 48, 22, 35, 21, 8, 28, 1, 22, 44, 6, 30, 54, 27, 18, 53, 53, 17, 7, 45, 53, 15, 30, 58, 59, 54, 39, 11, 7, 2, 41, 60, 19, 20, 22, 56, 26, 22, 40, 7, 4, 11, 35, 1, 37, 5, 5, 17, 15, 21, 56, 51, 1, 2, 20, 50, 13, 58, 14, 58, 27, 44, 5, 54, 24, 9, 8, 58, 24, 5, 7, 52, 21, 55, 26, 9, 35, 0, 56, 25, 1, 25, 10, 36, 53, 51, 50, 35, 41, 53, 27, 51, 44, 28, 60, 40, 7, 49, 33, 23, 33, 54, 0, 32, 5, 25, 5, 20, 31, 40, 3, 26, 51, 46, 15, 47, 23, 29, 31, 6, 47, 58, 26, 8, 8, 45, 47, 12, 58, 56, 19, 53, 59, 60, 43, 42, 54, 34, 8, 16, 56, 3, 37, 60, 59, 3, 18, 14, 27, 58, 23, 55, 50]",Sibling conflict,I am happy today!,"{'Entertainment': 56, 'Education': 76, 'Social Media': 133, 'Others': 141}",False,False,0,True
c7ce4d34-05be-4235-a6c6-f1144f6303dd,"[48, 22, 45, 45, 19, 11, 19, 46, 45, 20, 55, 42, 26, 9, 25, 3, 50, 31, 50, 51, 24, 24, 9, 55, 32, 59, 3, 15, 31, 7, 27, 30, 42, 6, 0, 57, 1, 21, 52, 7, 13, 2, 48, 21, 60, 15, 52, 50, 7, 53, 20, 3, 54, 47, 21, 25, 54, 15, 9, 21, 6, 46, 27, 20, 3, 22, 33, 21, 23, 46, 44, 19, 24, 37, 32, 16, 13, 8, 22, 24, 11, 15, 56, 7, 17, 53, 14, 56, 25, 4, 53, 13, 27, 2, 19, 19, 24, 29, 38, 41, 21, 7, 37, 13, 31, 40, 42, 58, 2, 49, 16, 28, 8, 57, 42, 46, 53, 31, 46, 48, 26, 2, 11, 2, 31, 52, 39, 10, 46, 33, 14, 33, 2, 33, 28, 59, 10, 8, 14, 57, 33, 54, 39, 4, 3, 53, 3, 14, 24, 12, 10, 45, 45, 17, 58, 18, 56, 43, 56, 54, 20, 54, 48, 40, 6, 16, 31, 48]",Boredom,I am happy today!,"{'Entertainment': 115, 'Education': 88, 'Social Media': 150, 'Others': 113}",False,True,2,False
5c4cc8e5-b0bf-4079-bb94-2e6c291cf11f,"[1, 10, 27, 53, 4, 12, 57, 56, 18, 33, 28, 56, 9, 9, 22, 38, 46, 20, 42, 15, 55, 18, 12, 19, 23, 31, 37, 9, 1, 20, 47, 10, 21, 47, 3, 57, 26, 46, 9, 25, 57, 4, 41, 31, 15, 34, 60, 28, 58, 33, 45, 22, 18, 44, 53, 25, 4, 16, 37, 50, 23, 60, 25, 35, 7, 14, 59, 11, 57, 10, 20, 25, 0, 22, 36, 60, 54, 60, 17, 42, 52, 36, 54, 58, 36, 16, 17, 27, 49, 46, 35, 9, 11, 16, 5, 13, 54, 30, 41, 60, 11, 0, 53, 49, 21, 19, 39, 34, 29, 2, 27, 28, 33, 54, 15, 22, 49, 37, 45, 48, 32, 47, 32, 58, 6, 19, 9, 52, 40, 58, 27, 28, 23, 21, 46, 27, 9, 7, 51, 55, 3, 0, 23, 37, 22, 32, 6, 38, 30, 49, 0, 37, 5, 29, 53, 0, 1, 42, 46, 14, 49, 40, 53, 0, 8, 19, 21, 34]",Boredom,Feeling sad because I argued with my friend.,"{'Entertainment': 55, 'Education': 178, 'Social Media': 46, 'Others': 141}",False,True,1,True
7e473e7e-09bd-4f82-94d1-5586b9ab383f,"[59, 49, 14, 56, 57, 11, 11, 40, 46, 11, 51, 52, 9, 13, 16, 60, 32, 26, 12, 44, 36, 40, 38, 41, 39, 22, 7, 33, 57, 0, 55, 52, 55, 42, 56, 36, 33, 44, 23, 52, 18, 48, 40, 15, 21, 0, 26, 11, 41, 18, 54, 43, 56, 51, 6, 8, 50, 0, 19, 26, 59, 20, 45, 49, 39, 14, 14, 11, 10, 42, 12, 33, 53, 7, 30, 52, 52, 44, 9, 47, 53, 4, 22, 51, 20, 36, 57, 0, 36, 2, 17, 15, 29, 1, 8, 47, 37, 59, 26, 40, 58, 38, 3, 51, 60, 25, 54, 22, 18, 57, 43, 59, 36, 13, 34, 12, 40, 40, 2, 34, 43, 24, 9, 37, 18, 35, 20, 14, 0, 3, 36, 43, 55, 51, 4, 32, 37, 49, 3, 0, 20, 56, 12, 17, 58, 1, 14, 39, 25, 25, 48, 58, 28, 45, 44, 24, 54, 30, 23, 22, 53, 15, 56, 36, 17, 35, 26, 42]",Exam,Angry at my sibling.,"{'Entertainment': 41, 'Education': 31, 'Social Media': 125, 'Others': 179}",True,True,3,True
fd54de17-a1ad-4b5d-b49f-50f447d132b7,"[7, 45, 46, 14, 15, 51, 49, 40, 55, 19, 4, 18, 16, 45, 39, 25, 40, 7, 37, 13, 17, 41, 15, 27, 9, 12, 18, 55, 4, 19, 50, 45, 8, 5, 38, 46, 16, 59, 40, 47, 30, 32, 59, 8, 4, 30, 41, 31, 31, 60, 8, 44, 32, 7, 53, 35, 53, 1, 6, 0, 47, 2, 34, 26, 39, 45, 19, 19, 55, 42, 28, 23, 28, 4, 20, 30, 7, 11, 0, 41, 50, 24, 26, 14, 8, 9, 47, 29, 18, 22, 17, 52, 22, 54, 47, 18, 56, 22, 29, 4, 3, 32, 57, 10, 48, 11, 2, 0, 38, 36, 59, 50, 26, 30, 11, 35, 3, 47, 2, 47, 38, 11, 30, 33, 37, 20, 44, 23, 28, 43, 60, 53, 31, 58, 58, 57, 33, 2, 10, 48, 5, 0, 58, 23, 46, 28, 25, 15, 33, 14, 16, 23, 39, 8, 51, 10, 29, 0, 13, 30, 0, 11, 10, 6, 4, 6, 39, 43]",Parental warning,I feel stressed after the test.,"{'Entertainment': 152, 'Education': 137, 'Social Media': 46, 'Others': 59}",False,True,2,False
11ae0aba-2ea3-44c6-9b44-cbbc321eb85a,"[51, 25, 3, 31, 20, 19, 33, 31, 14, 30, 42, 1, 40, 40, 57, 57, 15, 56, 33, 0, 50, 40, 27, 6, 37, 52, 58, 31, 40, 25, 29, 42, 53, 3, 17, 25, 45, 5, 10, 40, 17, 52, 25, 50, 30, 42, 27, 14, 29, 56, 18, 38, 18, 29, 14, 52, 0, 41, 35, 26, 9, 44, 26, 7, 3, 42, 32, 36, 2, 51, 26, 22, 51, 22, 31, 51, 58, 46, 1, 11, 47, 48, 10, 20, 45, 39, 41, 11, 1, 41, 51, 44, 60, 2, 57, 2, 15, 33, 13, 59, 43, 26, 50, 8, 16, 40, 0, 49, 24, 56, 50, 45, 34, 42, 48, 8, 31, 8, 16, 39, 50, 3, 47, 25, 26, 53, 19, 44, 39, 49, 41, 60, 59, 34, 39, 31, 11, 36, 48, 14, 59, 34, 53, 31, 18, 50, 21, 54, 17, 29, 56, 55, 24, 20, 29, 9, 28, 27, 13, 2, 4, 26, 35, 48, 39, 42, 39, 2]",None,I am happy today!,"{'Entertainment': 18, 'Education': 97, 'Social Media': 71, 'Others': 103}",True,False,0,True
ca5f6d2f-8d93-44d1-ac9e-cadb3ac39c57,"[57, 3, 0, 6, 23, 37, 1, 57, 4, 10, 3, 47, 59, 6, 10, 33, 44, 26, 53, 29, 5, 43, 15, 27, 15, 28, 29, 2, 32, 46, 50, 48, 20, 15, 27, 46, 12, 45, 18, 48, 5, 36, 0, 58, 55, 53, 47, 30, 40, 58, 14, 13, 36, 9, 40, 20, 42, 13, 57, 1, 34, 3, 35, 15, 54, 47, 7, 19, 56, 5, 22, 29, 17, 19, 51, 33, 49, 47, 32, 6, 57, 43, 43, 46, 42, 21, 20, 8, 51, 15, 1, 28, 47, 14, 42, 0, 17, 23, 19, 21, 7, 46, 22, 22, 3, 47, 58, 29, 9, 17, 2, 55, 1, 18, 55, 50, 23, 42, 14, 28, 14, 16, 48, 51, 59, 15, 31, 9, 33, 37, 20, 16, 42, 55, 6, 53, 55, 35, 21, 1, 59, 18, 38, 6, 33, 24, 9, 56, 41, 47, 37, 36, 25, 12, 27, 36, 1, 18, 27, 8, 0, 47, 9, 24, 40, 51, 9, 60]",Fight with friend,I'm bored and don't know what to do.,"{'Entertainment': 99, 'Education': 35, 'Social Media': 108, 'Others': 85}",False,True,3,True
5847a700-9440-485a-b2c1-5114556ec92b,"[22, 49, 28, 17, 35, 30, 42, 30, 55, 4, 41, 51, 44, 52, 15, 32, 15, 43, 56, 58, 18, 1, 47, 14, 6, 19, 21, 9, 59, 1, 47, 15, 52, 12, 55, 46, 30, 35, 31, 17, 38, 8, 21, 52, 35, 3, 21, 43, 54, 52, 21, 60, 32, 43, 8, 50, 46, 33, 49, 45, 49, 17, 57, 25, 20, 30, 2, 47, 13, 54, 52, 12, 53, 22, 30, 35, 9, 51, 0, 37, 49, 23, 53, 15, 58, 59, 54, 44, 29, 2, 53, 41, 47, 59, 29, 59, 40, 47, 30, 38, 39, 52, 26, 48, 54, 33, 52, 47, 45, 39, 25, 5, 4, 2, 32, 38, 56, 6, 37, 56, 47, 58, 27, 14, 48, 42, 55, 18, 21, 52, 20, 50, 22, 26, 12, 19, 51, 51, 40, 0, 41, 0, 59, 47, 41, 24, 38, 4, 53, 49, 56, 14, 4, 58, 43, 32, 24, 52, 30, 37, 32, 15, 16, 51, 53, 53, 13, 17]",Fight with friend,I feel stressed after the test.,"{'Entertainment': 167, 'Education': 128, 'Social Media': 37, 'Others': 57}",False,True,2,False
b19aebba-a087-4b49-89b6-c3753fbe79e3,"[17, 28, 34, 7, 28, 18, 12, 12, 6, 2, 4, 16, 38, 53, 39, 6, 23, 0, 22, 40, 25, 14, 59, 28, 12, 11, 30, 23, 1, 3, 46, 47, 16, 37, 21, 59, 46, 21, 10, 56, 23, 5, 17, 5, 15, 12, 26, 6, 57, 23, 30, 8, 35, 40, 57, 26, 11, 43, 40, 9, 42, 52, 33, 45, 45, 24, 35, 26, 18, 6, 20, 31, 31, 54, 23, 4, 40, 26, 34, 26, 30, 37, 40, 43, 35, 26, 46, 3, 18, 19, 8, 58, 52, 60, 52, 33, 14, 35, 33, 19, 60, 18, 29, 17, 39, 16, 36, 34, 57, 38, 4, 20, 4, 55, 54, 30, 39, 36, 35, 59, 3, 47, 56, 48, 56, 49, 3, 47, 42, 2, 18, 23, 27, 25, 33, 9, 20, 49, 11, 54, 43, 36, 27, 2, 19, 3, 16, 29, 24, 59, 22, 16, 7, 36, 37, 17, 5, 14, 36, 36, 33, 48, 56, 17, 0, 10, 28, 33]",Exam,I feel stressed after the test.,"{'Entertainment': 159, 'Education': 165, 'Social Media': 11, 'Others': 66}",True,False,0,False
2212753f-a6b8-4d11-8e66-5a818a92b81b,"[32, 10, 34, 40, 58, 45, 55, 45, 34, 8, 51, 29, 44, 56, 8, 15, 30, 41, 26, 5, 49, 6, 51, 29, 45, 35, 5, 7, 18, 29, 33, 38, 45, 37, 16, 47, 16, 56, 21, 60, 36, 28, 56, 23, 51, 46, 54, 12, 14, 40, 49, 15, 23, 9, 33, 18, 55, 5, 42, 39, 59, 39, 38, 21, 56, 48, 42, 53, 59, 49, 37, 13, 31, 8, 22, 14, 58, 15, 21, 24, 27, 46, 11, 29, 60, 6, 0, 44, 23, 49, 35, 8, 21, 12, 54, 41, 2, 18, 51, 13, 22, 55, 29, 34, 38, 34, 5, 56, 23, 42, 31, 2, 15, 18, 7, 6, 14, 22, 23, 39, 0, 35, 28, 46, 44, 20, 52, 31, 44, 32, 38, 60, 38, 56, 24, 21, 34, 44, 3, 22, 41, 39, 0, 29, 12, 53, 27, 21, 35, 7, 55, 3, 17, 23, 22, 52, 48, 11, 11, 7, 0, 16, 0, 42, 54, 49, 51, 43]",Sibling conflict,Feeling sad because I argued with my friend.,"{'Entertainment': 12, 'Education': 112, 'Social Media': 97, 'Others': 51}",False,True,0,True
09fee965-c8cc-4f37-aee8-58320930702e,"[5, 45, 28, 58, 20, 46, 11, 56, 32, 0, 33, 0, 48, 23, 17, 31, 16, 9, 33, 43, 35, 5, 57, 42, 1, 42, 41, 58, 45, 22, 16, 29, 1, 8, 38, 5, 24, 37, 58, 8, 58, 5, 36, 41, 28, 15, 3, 41, 2, 44, 21, 9, 15, 8, 42, 45, 2, 19, 50, 11, 2, 48, 33, 24, 32, 56, 2, 18, 8, 23, 21, 7, 55, 17, 22, 2, 25, 45, 12, 54, 34, 27, 37, 4, 30, 22, 39, 17, 2, 53, 43, 11, 9, 24, 2, 43, 35, 25, 53, 39, 57, 40, 0, 36, 45, 47, 51, 25, 46, 30, 60, 38, 5, 43, 58, 57, 7, 8, 16, 22, 41, 10, 25, 34, 0, 45, 31, 12, 48, 50, 26, 28, 25, 23, 37, 7, 15, 58, 21, 54, 37, 43, 8, 47, 38, 58, 22, 25, 33, 19, 55, 45, 9, 50, 30, 10, 45, 35, 26, 26, 37, 34, 41, 24, 53, 38, 52, 45]",None,Excited for the weekend.,"{'Entertainment': 20, 'Education': 10, 'Social Media': 142, 'Others': 180}",True,False,3,False
c6485966-3984-427f-8aae-94d948a59659,"[8, 31, 50, 47, 13, 25, 29, 45, 60, 7, 60, 30, 26, 19, 20, 6, 23, 13, 10, 36, 36, 32, 28, 26, 42, 11, 38, 11, 26, 46, 10, 24, 41, 59, 25, 26, 28, 42, 39, 41, 33, 40, 47, 24, 43, 36, 38, 21, 47, 32, 9, 26, 18, 58, 10, 22, 9, 15, 16, 3, 52, 0, 60, 13, 26, 11, 27, 32, 7, 40, 25, 36, 13, 35, 2, 20, 1, 36, 37, 38, 36, 58, 40, 26, 46, 22, 16, 14, 12, 33, 39, 8, 36, 10, 37, 49, 10, 31, 28, 37, 38, 20, 30, 46, 0, 41, 23, 8, 59, 11, 2, 37, 47, 48, 18, 55, 21, 58, 12, 2, 57, 42, 55, 31, 21, 42, 12, 55, 42, 36, 6, 24, 58, 56, 7, 13, 56, 18, 28, 50, 1, 43, 4, 47, 13, 60, 54, 10, 6, 48, 47, 16, 60, 9, 29, 38, 58, 46, 19, 26, 50, 52, 28, 9, 17, 45, 25, 34]",Boredom,Angry at my sibling.,"{'Entertainment': 113, 'Education': 67, 'Social Media': 124, 'Others': 69}",True,False,3,True
a0c6564b-a7c2-4751-abe0-ac663edafa8e,"[6, 48, 7, 54, 0, 47, 56, 9, 28, 22, 3, 56, 1, 58, 25, 53, 31, 2, 19, 18, 55, 22, 0, 8, 42, 10, 49, 22, 4, 24, 4, 33, 3, 57, 32, 9, 17, 6, 34, 46, 56, 23, 9, 56, 31, 9, 19, 20, 35, 3, 17, 48, 38, 55, 49, 5, 60, 50, 6, 44, 18, 26, 33, 42, 16, 20, 4, 5, 15, 22, 57, 10, 44, 36, 14, 13, 9, 8, 30, 29, 48, 29, 18, 55, 30, 42, 30, 48, 10, 18, 0, 37, 13, 55, 42, 37, 48, 14, 26, 5, 27, 38, 49, 26, 28, 17, 58, 8, 1, 52, 34, 6, 58, 39, 12, 21, 20, 2, 12, 11, 15, 39, 18, 46, 18, 21, 44, 59, 10, 4, 12, 35, 42, 46, 0, 0, 10, 41, 54, 54, 41, 22, 2, 60, 24, 40, 7, 60, 12, 17, 22, 51, 53, 7, 2, 42, 60, 43, 44, 30, 16, 34, 4, 14, 33, 28, 41, 9]",None,I feel stressed after the test.,"{'Entertainment': 151, 'Education': 32, 'Social Media': 32, 'Others': 21}",False,False,3,True
588f0321-01bb-44cb-9fa9-60a9e5ff5893,"[48, 42, 26, 3, 59, 31, 19, 8, 41, 37, 46, 14, 37, 0, 24, 23, 57, 31, 56, 5, 45, 34, 39, 59, 6, 34, 43, 22, 24, 47, 50, 28, 48, 28, 29, 43, 26, 8, 46, 50, 16, 37, 60, 11, 53, 31, 58, 24, 21, 32, 42, 0, 58, 48, 34, 7, 24, 41, 35, 9, 43, 31, 60, 38, 0, 44, 29, 15, 22, 22, 0, 1, 20, 20, 13, 50, 8, 11, 56, 3, 35, 5, 55, 3, 12, 34, 17, 16, 58, 46, 22, 41, 3, 41, 44, 44, 37, 35, 18, 56, 45, 8, 52, 57, 38, 43, 15, 56, 12, 0, 28, 1, 6, 0, 9, 37, 0, 47, 10, 49, 6, 22, 4, 37, 35, 6, 28, 10, 50, 19, 18, 19, 41, 52, 41, 15, 45, 53, 57, 59, 3, 10, 0, 12, 50, 59, 3, 8, 49, 41, 55, 58, 14, 5, 13, 21, 18, 3, 4, 4, 52, 59, 11, 50, 34, 4, 28, 30]",Fight with friend,Feeling sad because I argued with my friend.,"{'Entertainment': 87, 'Education': 73, 'Social Media': 134, 'Others': 178}",False,False,5,True
3e19f70c-f677-4ff9-89f6-24f8b5a1d818,"[16, 38, 11, 29, 4, 20, 7, 47, 6, 12, 36, 22, 18, 30, 53, 34, 60, 23, 31, 50, 54, 51, 31, 36, 50, 17, 19, 39, 13, 49, 0, 10, 25, 37, 41, 2, 58, 1, 2, 23, 51, 51, 45, 55, 19, 5, 9, 43, 36, 20, 46, 44, 58, 30, 48, 34, 31, 6, 28, 46, 28, 24, 30, 25, 27, 3, 25, 23, 41, 39, 25, 44, 54, 9, 1, 51, 43, 26, 36, 29, 54, 32, 9, 17, 54, 28, 8, 16, 10, 14, 48, 60, 52, 15, 2, 42, 22, 56, 27, 41, 26, 10, 25, 30, 47, 0, 39, 4, 0, 47, 17, 60, 51, 14, 10, 3, 25, 38, 55, 31, 12, 9, 3, 38, 48, 54, 47, 0, 20, 16, 21, 14, 16, 32, 35, 5, 12, 4, 41, 9, 55, 44, 59, 50, 10, 19, 24, 12, 10, 12, 8, 0, 34, 51, 54, 6, 19, 52, 25, 13, 8, 24, 56, 22, 20, 5, 28, 48]",None,Excited for the weekend.,"{'Entertainment': 129, 'Education': 63, 'Social Media': 35, 'Others': 143}",True,False,2,False
853edaf1-da33-489e-b49f-5cc3b742c5f1,"[28, 9, 8, 18, 3, 42, 8, 7, 36, 45, 56, 28, 57, 49, 59, 24, 38, 32, 51, 50, 13, 54, 46, 33, 19, 15, 45, 11, 56, 3, 14, 25, 45, 7, 20, 42, 45, 32, 8, 17, 34, 14, 46, 15, 27, 29, 11, 6, 14, 5, 24, 31, 40, 31, 44, 58, 44, 22, 5, 20, 50, 43, 49, 36, 28, 19, 41, 32, 34, 55, 42, 10, 38, 51, 36, 16, 29, 25, 2, 10, 56, 54, 20, 17, 35, 3, 59, 8, 52, 28, 60, 19, 52, 19, 51, 28, 14, 10, 59, 21, 25, 51, 8, 16, 23, 25, 57, 14, 55, 1, 34, 10, 2, 42, 60, 58, 31, 12, 34, 15, 38, 25, 60, 52, 53, 44, 36, 59, 2, 27, 59, 52, 0, 59, 36, 44, 34, 10, 21, 48, 33, 25, 44, 17, 13, 12, 2, 48, 48, 16, 29, 18, 54, 5, 49, 51, 0, 45, 52, 7, 27, 52, 57, 1, 11, 19, 13, 25]",Sibling conflict,I'm bored and don't know what to do.,"{'Entertainment': 71, 'Education': 169, 'Social Media': 70, 'Others': 125}",False,False,3,True
be22b994-26dc-40bb-8d0e-fda0ca52c803,"[26, 24, 50, 52, 43, 8, 7, 31, 16, 36, 15, 46, 29, 11, 9, 29, 35, 6, 25, 46, 59, 20, 42, 0, 56, 52, 3, 15, 40, 58, 22, 7, 42, 50, 17, 4, 48, 44, 10, 38, 26, 17, 39, 30, 34, 14, 20, 24, 3, 49, 17, 3, 29, 41, 56, 11, 13, 3, 14, 24, 29, 0, 45, 29, 40, 10, 10, 53, 41, 16, 11, 48, 47, 54, 2, 25, 1, 7, 13, 36, 12, 22, 15, 36, 1, 34, 46, 11, 39, 18, 1, 22, 25, 10, 1, 22, 57, 28, 15, 60, 58, 30, 41, 18, 59, 47, 4, 1, 51, 6, 57, 19, 7, 2, 5, 29, 3, 47, 59, 20, 45, 47, 18, 15, 34, 31, 45, 26, 32, 44, 32, 41, 46, 40, 15, 32, 10, 30, 59, 8, 10, 28, 1, 49, 59, 53, 10, 10, 28, 21, 42, 53, 54, 7, 31, 48, 44, 8, 14, 51, 45, 52, 11, 19, 55, 42, 4, 35]",Boredom,I am happy today!,"{'Entertainment': 40, 'Education': 149, 'Social Media': 42, 'Others': 30}",True,False,4,True
d2b06ec9-bc71-44b9-a93b-5c3a0179c812,"[54, 15, 9, 59, 24, 13, 58, 6, 46, 20, 23, 3, 47, 55, 5, 34, 6, 7, 29, 27, 34, 49, 11, 44, 21, 34, 41, 44, 37, 17, 34, 36, 59, 21, 1, 41, 29, 16, 27, 22, 57, 17, 44, 9, 10, 1, 4, 58, 34, 23, 49, 18, 36, 56, 52, 21, 19, 41, 14, 37, 53, 11, 45, 6, 10, 11, 3, 24, 30, 34, 55, 32, 23, 16, 56, 41, 34, 17, 32, 2, 4, 34, 52, 44, 15, 28, 20, 55, 16, 16, 44, 30, 15, 16, 56, 16, 60, 33, 7, 52, 23, 10, 15, 28, 13, 20, 24, 49, 59, 48, 31, 53, 36, 28, 29, 29, 24, 23, 34, 23, 8, 23, 9, 51, 57, 32, 53, 59, 40, 42, 53, 20, 54, 56, 59, 54, 45, 48, 7, 37, 6, 42, 55, 2, 44, 11, 34, 58, 39, 4, 41, 25, 10, 53, 60, 51, 35, 58, 59, 22, 19, 22, 53, 56, 21, 2, 55, 42]",Parental warning,Feeling sad because I argued with my friend.,"{'Entertainment': 116, 'Education': 89, 'Social Media': 76, 'Others': 95}",True,False,3,False
85d812d6-ef30-4164-9995-cf510a183301,"[31, 7, 46, 10, 47, 44, 43, 22, 59, 23, 14, 18, 36, 26, 15, 6, 58, 3, 36, 43, 25, 52, 18, 46, 14, 47, 56, 36, 20, 7, 30, 40, 24, 35, 19, 19, 36, 9, 16, 19, 5, 31, 0, 51, 44, 13, 45, 35, 19, 0, 19, 2, 5, 20, 37, 56, 34, 52, 46, 22, 34, 12, 0, 32, 32, 36, 30, 31, 37, 44, 44, 7, 6, 5, 17, 40, 27, 11, 13, 48, 14, 55, 15, 8, 9, 49, 9, 6, 31, 34, 22, 41, 8, 15, 30, 22, 41, 43, 2, 34, 38, 22, 6, 21, 42, 38, 12, 17, 20, 44, 47, 16, 0, 26, 38, 21, 28, 2, 27, 28, 49, 0, 33, 33, 59, 32, 51, 20, 41, 26, 49, 39, 29, 3, 36, 43, 17, 58, 55, 13, 15, 54, 20, 16, 45, 55, 51, 59, 37, 34, 5, 41, 7, 33, 19, 37, 43, 40, 27, 39, 4, 34, 52, 6, 59, 9, 14, 16]",None,I am happy today!,"{'Entertainment': 166, 'Education': 99, 'Social Media': 129, 'Others': 114}",False,False,5,True
67e7bc75-159e-44fc-bfc9-c9f8e1cf368a,"[22, 35, 4, 59, 49, 13, 54, 47, 17, 34, 14, 39, 19, 1, 10, 6, 21, 8, 58, 48, 52, 25, 50, 39, 60, 34, 53, 51, 31, 57, 47, 16, 56, 7, 4, 60, 11, 8, 18, 57, 27, 7, 11, 29, 16, 31, 4, 59, 60, 43, 13, 12, 11, 18, 18, 27, 30, 2, 5, 43, 16, 23, 25, 8, 32, 26, 27, 11, 28, 8, 15, 47, 14, 52, 18, 51, 12, 41, 41, 57, 40, 37, 53, 17, 21, 6, 55, 13, 26, 8, 46, 40, 60, 59, 0, 33, 4, 42, 51, 7, 3, 44, 0, 56, 42, 27, 33, 21, 49, 39, 60, 41, 38, 60, 43, 42, 47, 6, 47, 16, 31, 36, 54, 54, 25, 0, 19, 19, 30, 25, 36, 27, 0, 45, 42, 10, 13, 31, 14, 45, 35, 12, 18, 5, 40, 37, 48, 59, 31, 45, 20, 17, 17, 42, 40, 25, 48, 42, 42, 26, 40, 14, 41, 37, 57, 7, 40, 34]",Exam,I feel stressed after the test.,"{'Entertainment': 155, 'Education': 165, 'Social Media': 29, 'Others': 75}",False,False,2,False
844fe8d8-bd4f-441a-b4fa-d9b416ce074d,"[41, 3, 22, 9, 32, 15, 27, 58, 9, 2, 46, 1, 41, 21, 4, 45, 17, 36, 15, 59, 40, 43, 1, 37, 13, 31, 17, 31, 22, 11, 59, 36, 42, 46, 52, 43, 4, 23, 38, 24, 36, 53, 20, 16, 18, 19, 20, 35, 4, 60, 43, 41, 54, 8, 27, 54, 4, 53, 9, 49, 6, 20, 32, 40, 13, 33, 49, 21, 25, 2, 8, 28, 42, 12, 43, 22, 19, 46, 7, 26, 11, 17, 29, 8, 56, 15, 28, 49, 28, 14, 2, 38, 44, 39, 53, 33, 17, 1, 54, 16, 52, 59, 53, 3, 47, 6, 12, 5, 16, 36, 10, 50, 0, 25, 42, 45, 33, 56, 33, 56, 8, 20, 2, 29, 31, 38, 32, 56, 35, 52, 12, 58, 22, 20, 42, 22, 30, 26, 18, 53, 41, 11, 51, 36, 46, 25, 11, 46, 39, 15, 40, 40, 10, 53, 51, 54, 15, 31, 28, 20, 11, 49, 48, 43, 5, 25, 8, 24]",None,Feeling sad because I argued with my friend.,"{'Entertainment': 91, 'Education': 145, 'Social Media': 54, 'Others': 27}",True,True,0,False
1e74acf5-afe0-40a6-b458-b9c2fb565c24,"[14, 16, 21, 45, 7, 24, 15, 51, 29, 5, 58, 2, 44, 41, 25, 19, 43, 35, 12, 57, 55, 54, 10, 53, 44, 41, 41, 52, 52, 28, 58, 48, 50, 8, 40, 3, 14, 5, 45, 46, 33, 34, 43, 23, 38, 40, 50, 52, 1, 18, 44, 44, 5, 22, 35, 59, 4, 49, 30, 28, 5, 1, 51, 36, 30, 42, 30, 15, 4, 22, 26, 19, 42, 60, 9, 0, 18, 10, 27, 7, 60, 14, 50, 42, 60, 14, 11, 57, 39, 29, 47, 38, 25, 12, 27, 42, 11, 44, 60, 45, 15, 24, 35, 51, 32, 43, 32, 4, 44, 31, 59, 38, 28, 56, 12, 25, 55, 50, 47, 23, 25, 19, 18, 5, 22, 47, 36, 7, 49, 58, 17, 30, 52, 54, 30, 35, 16, 34, 35, 33, 6, 50, 27, 17, 5, 11, 30, 36, 20, 13, 12, 43, 9, 11, 13, 47, 4, 39, 34, 20, 53, 12, 8, 33, 42, 3, 37, 57]",Sibling conflict,Excited for the weekend.,"{'Entertainment': 160, 'Education': 132, 'Social Media': 52, 'Others': 131}",True,True,0,True
